retailer,retailer_id,invoice_date,region,state,city,beverage_brand,delivery_company,price_per_unit ($),units_sold,total_sales ($),operating_profit ($),operating_margin (%),year,month,day,weekday,Month_Name
CVS,1128299,2022-01-13,West,New Mexico,Albuquerque,Fanta,USPS,0.4,3000.0,1200.0,480.0,40.0,2022,1,13,Thursday,January
CVS,1128299,2022-01-13,West,New Mexico,Albuquerque,Powerade,UPS,0.45,2500.0,1125.0,394.0,35.0,2022,1,13,Thursday,January
CVS,1128299,2022-01-13,West,New Mexico,Albuquerque,Dasani Water,USPS,0.4,4500.0,1800.0,450.0,25.0,2022,1,13,Thursday,January
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Coca-Cola,USPS,0.3,5000.0,1500.0,600.0,40.0,2022,2,13,Sunday,February
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Diet Coke,USPS,0.4,4000.0,1600.0,640.0,40.0,2022,2,13,Sunday,February
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Sprite,DHL,0.4,4000.0,1600.0,560.0,35.0,2022,2,13,Sunday,February
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Fanta,FedEx,0.4,2500.0,1000.0,400.0,40.0,2022,2,13,Sunday,February
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Powerade,USPS,0.45,1750.0,788.0,276.0,35.0,2022,2,13,Sunday,February
CVS,1128299,2022-02-13,West,New Mexico,Albuquerque,Dasani Water,USPS,0.4,3750.0,1500.0,375.0,25.0,2022,2,13,Sunday,February
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Coca-Cola,USPS,0.4,5250.0,2100.0,840.0,40.0,2022,3,12,Saturday,March
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Diet Coke,DHL,0.5,3750.0,1875.0,750.0,40.0,2022,3,12,Saturday,March
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Sprite,USPS,0.5,3750.0,1875.0,656.0,35.0,2022,3,12,Saturday,March
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Fanta,UPS,0.5,2500.0,1250.0,500.0,40.0,2022,3,12,Saturday,March
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Powerade,DHL,0.55,1500.0,825.0,289.0,35.0,2022,3,12,Saturday,March
CVS,1128299,2022-03-12,West,New Mexico,Albuquerque,Dasani Water,USPS,0.5,3500.0,1750.0,438.0,25.0,2022,3,12,Saturday,March
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Coca-Cola,USPS,0.5,5250.0,2625.0,1050.0,40.0,2022,4,13,Wednesday,April
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Diet Coke,USPS,0.55,3250.0,1788.0,715.0,40.0,2022,4,13,Wednesday,April
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Sprite,DHL,0.55,3750.0,2063.0,722.0,35.0,2022,4,13,Wednesday,April
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Fanta,DHL,0.5,2750.0,1375.0,550.0,40.0,2022,4,13,Wednesday,April
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Powerade,USPS,0.55,1750.0,963.0,337.0,35.0,2022,4,13,Wednesday,April
CVS,1128299,2022-04-13,West,New Mexico,Albuquerque,Dasani Water,DHL,0.7,3500.0,2450.0,613.0,25.0,2022,4,13,Wednesday,April
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Coca-Cola,UPS,0.5,5500.0,2750.0,1100.0,40.0,2022,5,14,Saturday,May
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Diet Coke,USPS,0.55,4000.0,2200.0,880.0,40.0,2022,5,14,Saturday,May
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Sprite,DHL,0.55,4250.0,2338.0,818.0,35.0,2022,5,14,Saturday,May
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Fanta,FedEx,0.5,3250.0,1625.0,650.0,40.0,2022,5,14,Saturday,May
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Powerade,USPS,0.55,2250.0,1238.0,433.0,35.0,2022,5,14,Saturday,May
CVS,1128299,2022-05-14,West,New Mexico,Albuquerque,Dasani Water,USPS,0.7,4000.0,2800.0,700.0,25.0,2022,5,14,Saturday,May
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Coca-Cola,DHL,0.5,6750.0,3375.0,1350.0,40.0,2022,6,13,Monday,June
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Diet Coke,FedEx,0.55,5250.0,2888.0,1155.0,40.0,2022,6,13,Monday,June
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Sprite,DHL,0.55,5250.0,2888.0,1011.0,35.0,2022,6,13,Monday,June
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Fanta,USPS,0.5,4000.0,2000.0,800.0,40.0,2022,6,13,Monday,June
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Powerade,UPS,0.55,2750.0,1513.0,529.0,35.0,2022,6,13,Monday,June
CVS,1128299,2022-06-13,West,New Mexico,Albuquerque,Dasani Water,USPS,0.7,5750.0,4025.0,1006.0,25.0,2022,6,13,Monday,June
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Coca-Cola,USPS,0.5,7250.0,3625.0,1450.0,40.0,2022,7,12,Tuesday,July
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Diet Coke,DHL,0.55,5750.0,3163.0,1265.0,40.0,2022,7,12,Tuesday,July
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Sprite,USPS,0.55,5250.0,2888.0,1011.0,35.0,2022,7,12,Tuesday,July
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Fanta,DHL,0.5,4250.0,2125.0,850.0,40.0,2022,7,12,Tuesday,July
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Powerade,DHL,0.55,4750.0,2613.0,914.0,35.0,2022,7,12,Tuesday,July
CVS,1128299,2022-07-12,West,New Mexico,Albuquerque,Dasani Water,UPS,0.7,4750.0,3325.0,831.0,25.0,2022,7,12,Tuesday,July
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Coca-Cola,FedEx,0.55,6750.0,3713.0,1485.0,40.0,2022,8,13,Saturday,August
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Diet Coke,FedEx,0.6,6250.0,3750.0,1500.0,40.0,2022,8,13,Saturday,August
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Sprite,UPS,0.55,5000.0,2750.0,963.0,35.0,2022,8,13,Saturday,August
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Fanta,USPS,0.55,4500.0,2475.0,990.0,40.0,2022,8,13,Saturday,August
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Powerade,UPS,0.65,4500.0,2925.0,1024.0,35.0,2022,8,13,Saturday,August
CVS,1128299,2022-08-13,West,New Mexico,Albuquerque,Dasani Water,USPS,0.7,4250.0,2975.0,744.0,25.0,2022,8,13,Saturday,August
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Coca-Cola,DHL,0.45,6000.0,2700.0,1080.0,40.0,2022,9,14,Wednesday,September
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Diet Coke,FedEx,0.5,6000.0,3000.0,1200.0,40.0,2022,9,14,Wednesday,September
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Sprite,USPS,0.45,4500.0,2025.0,709.0,35.0,2022,9,14,Wednesday,September
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Fanta,USPS,0.45,4000.0,1800.0,720.0,40.0,2022,9,14,Wednesday,September
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Powerade,USPS,0.55,4000.0,2200.0,770.0,35.0,2022,9,14,Wednesday,September
CVS,1128299,2022-09-14,West,New Mexico,Albuquerque,Dasani Water,FedEx,0.6,4500.0,2700.0,675.0,25.0,2022,9,14,Wednesday,September
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Coca-Cola,FedEx,0.45,5250.0,2363.0,945.0,40.0,2022,10,13,Thursday,October
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Diet Coke,UPS,0.5,5250.0,2625.0,1050.0,40.0,2022,10,13,Thursday,October
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Sprite,FedEx,0.45,3500.0,1575.0,551.0,35.0,2022,10,13,Thursday,October
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Fanta,DHL,0.45,3250.0,1463.0,585.0,40.0,2022,10,13,Thursday,October
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Powerade,UPS,0.55,3000.0,1650.0,578.0,35.0,2022,10,13,Thursday,October
CVS,1128299,2022-10-13,West,New Mexico,Albuquerque,Dasani Water,USPS,0.7,3500.0,2450.0,613.0,25.0,2022,10,13,Thursday,October
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Coca-Cola,FedEx,0.55,5250.0,2888.0,1155.0,40.0,2022,11,13,Sunday,November
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Diet Coke,USPS,0.6,5750.0,3450.0,1380.0,40.0,2022,11,13,Sunday,November
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Sprite,USPS,0.55,4250.0,2338.0,818.0,35.0,2022,11,13,Sunday,November
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Fanta,FedEx,0.55,4000.0,2200.0,880.0,40.0,2022,11,13,Sunday,November
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Powerade,USPS,0.65,3500.0,2275.0,796.0,35.0,2022,11,13,Sunday,November
CVS,1128299,2022-11-13,West,New Mexico,Albuquerque,Dasani Water,DHL,0.7,4750.0,3325.0,831.0,25.0,2022,11,13,Sunday,November
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Coca-Cola,UPS,0.55,6750.0,3713.0,1485.0,40.0,2022,12,12,Monday,December
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Diet Coke,FedEx,0.6,6750.0,4050.0,1620.0,40.0,2022,12,12,Monday,December
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Sprite,UPS,0.55,4750.0,2613.0,914.0,35.0,2022,12,12,Monday,December
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Fanta,UPS,0.55,4750.0,2613.0,1045.0,40.0,2022,12,12,Monday,December
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Powerade,FedEx,0.65,4000.0,2600.0,910.0,35.0,2022,12,12,Monday,December
CVS,1128299,2022-12-12,West,New Mexico,Albuquerque,Dasani Water,USPS,0.7,5000.0,3500.0,875.0,25.0,2022,12,12,Monday,December
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Coca-Cola,UPS,0.4,10250.0,4100.0,1845.0,45.0,2022,1,9,Sunday,January
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Diet Coke,UPS,0.4,8250.0,3300.0,1155.0,35.0,2022,1,9,Sunday,January
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Sprite,USPS,0.3,8250.0,2475.0,619.0,25.0,2022,1,9,Sunday,January
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Fanta,UPS,0.35,6750.0,2363.0,709.0,30.0,2022,1,9,Sunday,January
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Powerade,USPS,0.5,7250.0,3625.0,1269.0,35.0,2022,1,9,Sunday,January
Walmart,1185732,2022-01-09,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.4,8250.0,3300.0,1650.0,50.0,2022,1,9,Sunday,January
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Coca-Cola,DHL,0.4,10750.0,4300.0,1935.0,45.0,2022,2,7,Monday,February
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Diet Coke,USPS,0.4,7250.0,2900.0,1015.0,35.0,2022,2,7,Monday,February
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Sprite,FedEx,0.3,7750.0,2325.0,581.0,25.0,2022,2,7,Monday,February
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Fanta,UPS,0.35,6250.0,2188.0,656.0,30.0,2022,2,7,Monday,February
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Powerade,USPS,0.5,7000.0,3500.0,1225.0,35.0,2022,2,7,Monday,February
Walmart,1185732,2022-02-07,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.35,8000.0,2800.0,1400.0,50.0,2022,2,7,Monday,February
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Coca-Cola,FedEx,0.35,10200.0,3570.0,1607.0,45.0,2022,3,5,Saturday,March
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Diet Coke,USPS,0.35,7000.0,2450.0,858.0,35.0,2022,3,5,Saturday,March
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Sprite,DHL,0.25,7250.0,1813.0,453.0,25.0,2022,3,5,Saturday,March
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Fanta,USPS,0.3,5750.0,1725.0,518.0,30.0,2022,3,5,Saturday,March
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Powerade,DHL,0.45,6250.0,2813.0,984.0,35.0,2022,3,5,Saturday,March
Walmart,1185732,2022-03-05,Southeast,Georgia,Atlanta,Dasani Water,UPS,0.35,7250.0,2538.0,1269.0,50.0,2022,3,5,Saturday,March
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Coca-Cola,DHL,0.35,9750.0,3413.0,1536.0,45.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Diet Coke,USPS,0.35,6750.0,2363.0,827.0,35.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Sprite,UPS,0.25,6750.0,1688.0,422.0,25.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Fanta,FedEx,0.3,6000.0,1800.0,540.0,30.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Powerade,DHL,0.5,6250.0,3125.0,1094.0,35.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-04-06,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.4,7750.0,3100.0,1550.0,50.0,2022,4,6,Wednesday,April
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Coca-Cola,DHL,0.5,10450.0,5225.0,2351.0,45.0,2022,5,5,Thursday,May
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Diet Coke,DHL,0.5,7500.0,3750.0,1313.0,35.0,2022,5,5,Thursday,May
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Sprite,UPS,0.45,7250.0,3263.0,816.0,25.0,2022,5,5,Thursday,May
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Fanta,UPS,0.45,6750.0,3038.0,911.0,30.0,2022,5,5,Thursday,May
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Powerade,FedEx,0.55,7000.0,3850.0,1348.0,35.0,2022,5,5,Thursday,May
Walmart,1185732,2022-05-05,Southeast,Georgia,Atlanta,Dasani Water,UPS,0.6,8000.0,4800.0,2400.0,50.0,2022,5,5,Thursday,May
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Coca-Cola,DHL,0.55,10500.0,5775.0,2599.0,45.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Diet Coke,USPS,0.5,8000.0,4000.0,1400.0,35.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Sprite,UPS,0.5,7750.0,3875.0,969.0,25.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Fanta,FedEx,0.5,7500.0,3750.0,1125.0,30.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Powerade,USPS,0.65,7500.0,4875.0,1706.0,35.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-06-07,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.7,9250.0,6475.0,3238.0,50.0,2022,6,7,Tuesday,June
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Coca-Cola,FedEx,0.65,11500.0,7475.0,3364.0,45.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Diet Coke,DHL,0.6,9000.0,5400.0,1890.0,35.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Sprite,UPS,0.55,8250.0,4538.0,1134.0,25.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Fanta,UPS,0.55,7750.0,4263.0,1279.0,30.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Powerade,FedEx,0.65,8000.0,5200.0,1820.0,35.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-07-05,Southeast,Georgia,Atlanta,Dasani Water,UPS,0.7,9750.0,6825.0,3413.0,50.0,2022,7,5,Tuesday,July
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Coca-Cola,FedEx,0.65,11250.0,7313.0,3291.0,45.0,2022,8,6,Saturday,August
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Diet Coke,DHL,0.6,9000.0,5400.0,1890.0,35.0,2022,8,6,Saturday,August
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Sprite,USPS,0.55,8250.0,4538.0,1134.0,25.0,2022,8,6,Saturday,August
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Fanta,USPS,0.45,7750.0,3488.0,1046.0,30.0,2022,8,6,Saturday,August
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Powerade,USPS,0.55,7500.0,4125.0,1444.0,35.0,2022,8,6,Saturday,August
Walmart,1185732,2022-08-06,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.6,9250.0,5550.0,2775.0,50.0,2022,8,6,Saturday,August
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Coca-Cola,USPS,0.55,10250.0,5638.0,2537.0,45.0,2022,9,5,Monday,September
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Diet Coke,USPS,0.5,8250.0,4125.0,1444.0,35.0,2022,9,5,Monday,September
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Sprite,FedEx,0.4,7250.0,2900.0,725.0,25.0,2022,9,5,Monday,September
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Fanta,FedEx,0.4,7000.0,2800.0,840.0,30.0,2022,9,5,Monday,September
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Powerade,USPS,0.5,7000.0,3500.0,1225.0,35.0,2022,9,5,Monday,September
Walmart,1185732,2022-09-05,Southeast,Georgia,Atlanta,Dasani Water,FedEx,0.55,8000.0,4400.0,2200.0,50.0,2022,9,5,Monday,September
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Coca-Cola,USPS,0.55,9750.0,5363.0,2413.0,45.0,2022,10,7,Friday,October
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Diet Coke,FedEx,0.45,8000.0,3600.0,1260.0,35.0,2022,10,7,Friday,October
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Sprite,USPS,0.45,6750.0,3038.0,759.0,25.0,2022,10,7,Friday,October
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Fanta,USPS,0.45,6500.0,2925.0,878.0,30.0,2022,10,7,Friday,October
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Powerade,UPS,0.55,6500.0,3575.0,1251.0,35.0,2022,10,7,Friday,October
Walmart,1185732,2022-10-07,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.6,7750.0,4650.0,2325.0,50.0,2022,10,7,Friday,October
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Coca-Cola,USPS,0.55,9250.0,5088.0,2289.0,45.0,2022,11,6,Sunday,November
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Diet Coke,DHL,0.45,7500.0,3375.0,1181.0,35.0,2022,11,6,Sunday,November
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Sprite,USPS,0.45,6950.0,3128.0,782.0,25.0,2022,11,6,Sunday,November
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Fanta,USPS,0.55,7500.0,4125.0,1238.0,30.0,2022,11,6,Sunday,November
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Powerade,DHL,0.7,7250.0,5075.0,1776.0,35.0,2022,11,6,Sunday,November
Walmart,1185732,2022-11-06,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.75,8250.0,6188.0,3094.0,50.0,2022,11,6,Sunday,November
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Coca-Cola,DHL,0.7,10750.0,7525.0,3386.0,45.0,2022,12,5,Monday,December
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Diet Coke,FedEx,0.6,8750.0,5250.0,1838.0,35.0,2022,12,5,Monday,December
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Sprite,FedEx,0.6,8250.0,4950.0,1238.0,25.0,2022,12,5,Monday,December
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Fanta,UPS,0.6,7750.0,4650.0,1395.0,30.0,2022,12,5,Monday,December
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Powerade,USPS,0.7,7750.0,5425.0,1899.0,35.0,2022,12,5,Monday,December
Walmart,1185732,2022-12-05,Southeast,Georgia,Atlanta,Dasani Water,USPS,0.75,8750.0,6563.0,3281.0,50.0,2022,12,5,Monday,December
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Coca-Cola,DHL,0.35,9250.0,3238.0,1295.0,40.0,2022,1,6,Thursday,January
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Diet Coke,UPS,0.35,7250.0,2538.0,888.0,35.0,2022,1,6,Thursday,January
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Sprite,FedEx,0.25,7250.0,1813.0,725.0,40.0,2022,1,6,Thursday,January
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Fanta,DHL,0.3,5750.0,1725.0,690.0,40.0,2022,1,6,Thursday,January
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Powerade,FedEx,0.45,6250.0,2813.0,984.0,35.0,2022,1,6,Thursday,January
Walmart,1185732,2022-01-06,Southeast,South Carolina,Charleston,Dasani Water,DHL,0.35,7250.0,2538.0,1269.0,50.0,2022,1,6,Thursday,January
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Coca-Cola,DHL,0.35,9750.0,3413.0,1365.0,40.0,2022,2,4,Friday,February
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Diet Coke,FedEx,0.35,6250.0,2188.0,766.0,35.0,2022,2,4,Friday,February
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Sprite,USPS,0.25,6750.0,1688.0,675.0,40.0,2022,2,4,Friday,February
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Fanta,UPS,0.3,5250.0,1575.0,630.0,40.0,2022,2,4,Friday,February
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Powerade,UPS,0.45,6000.0,2700.0,945.0,35.0,2022,2,4,Friday,February
Walmart,1185732,2022-02-04,Southeast,South Carolina,Charleston,Dasani Water,UPS,0.3,7000.0,2100.0,1050.0,50.0,2022,2,4,Friday,February
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Coca-Cola,DHL,0.3,9200.0,2760.0,1104.0,40.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Diet Coke,UPS,0.3,6000.0,1800.0,630.0,35.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Sprite,FedEx,0.2,6250.0,1250.0,500.0,40.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Fanta,DHL,0.25,4750.0,1188.0,475.0,40.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Powerade,DHL,0.4,5250.0,2100.0,735.0,35.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-03-02,Southeast,South Carolina,Charleston,Dasani Water,UPS,0.3,6250.0,1875.0,938.0,50.0,2022,3,2,Wednesday,March
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Coca-Cola,USPS,0.3,8750.0,2625.0,1050.0,40.0,2022,4,3,Sunday,April
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Diet Coke,DHL,0.3,5750.0,1725.0,604.0,35.0,2022,4,3,Sunday,April
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Sprite,USPS,0.2,5750.0,1150.0,460.0,40.0,2022,4,3,Sunday,April
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Fanta,USPS,0.25,5000.0,1250.0,500.0,40.0,2022,4,3,Sunday,April
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Powerade,USPS,0.45,5250.0,2363.0,827.0,35.0,2022,4,3,Sunday,April
Walmart,1185732,2022-04-03,Southeast,South Carolina,Charleston,Dasani Water,DHL,0.35,6750.0,2363.0,1181.0,50.0,2022,4,3,Sunday,April
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Coca-Cola,FedEx,0.45,9450.0,4253.0,1701.0,40.0,2022,5,2,Monday,May
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Diet Coke,FedEx,0.45,6500.0,2925.0,1024.0,35.0,2022,5,2,Monday,May
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Sprite,DHL,0.4,6250.0,2500.0,1000.0,40.0,2022,5,2,Monday,May
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Fanta,DHL,0.4,5750.0,2300.0,920.0,40.0,2022,5,2,Monday,May
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Powerade,FedEx,0.5,6000.0,3000.0,1050.0,35.0,2022,5,2,Monday,May
Walmart,1185732,2022-05-02,Southeast,South Carolina,Charleston,Dasani Water,FedEx,0.55,7000.0,3850.0,1925.0,50.0,2022,5,2,Monday,May
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Coca-Cola,USPS,0.5,9500.0,4750.0,1900.0,40.0,2022,6,4,Saturday,June
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Diet Coke,USPS,0.45,7000.0,3150.0,1103.0,35.0,2022,6,4,Saturday,June
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Sprite,USPS,0.5,6750.0,3375.0,1350.0,40.0,2022,6,4,Saturday,June
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Fanta,UPS,0.5,6500.0,3250.0,1300.0,40.0,2022,6,4,Saturday,June
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Powerade,USPS,0.65,6500.0,4225.0,1479.0,35.0,2022,6,4,Saturday,June
Walmart,1185732,2022-06-04,Southeast,South Carolina,Charleston,Dasani Water,FedEx,0.7,8250.0,5775.0,2888.0,50.0,2022,6,4,Saturday,June
Walmart,1185732,2022-07-02,Southeast,South Carolina,Charleston,Coca-Cola,FedEx,0.65,10500.0,6825.0,2730.0,40.0,2022,7,2,Saturday,July
